accession_name,Root_thickness,Stress_Root_Na+,Shoot_weight,Shoot_length,Stress_Shoot_Na+,Lost_Shoot_weight,Root_length,Stress_Chlorophyll_A,Root_Na+,SES,Stress_Shoot_weight,Stress_Chlorophyll_B,Stress_Shoot_thickness,Shoot_K+,Stress_Root_thickness,Lost_Chlorophyll_A,Stress_Root_length,Lost_Chlorophyll_B,Root_weight,Lost_Root_weight,Lost_Root_thickness,Chlorophyll_B,Lost_Shoot_thickness,Stress_Shoot_K+,Shoot_Na+,Stress_Root_weight,Chlorophyll_A,Stress_Shoot_length,Root_K+,Shoot_thickness,Lost_Root_length,Stress_Root_K+,Lost_Shoot_length
IRIS_313-11066,-0.81633863,0.425284529,-0.81343745,-0.879784985,0.599659415,-0.178003268,0.571720869,-1.442941604,-0.606494124,1.548411711,-1.044963642,-1.339468215,-0.959239088,0.298141424,-1.721974337,1.235467097,1.254735195,0.980519264,-0.359624922,0.306336176,0.297315024,-0.860450936,0.226401997,0.030661875,0.609449208,-0.830968693,-0.874198514,-1.08488617,-0.338112965,-0.641930598,-0.850974357,0.028456582,0.074239764
IRIS_313-11067,-0.035967865,-0.584308874,-1.102772308,0.450852949,0.818389902,-1.911631285,-1.215917535,-0.507477281,0.705785566,-0.755345617,0.700629101,-0.562876226,0.209366237,-0.904383573,-0.398085894,-0.017915579,1.048702733,0.441083702,-0.810847767,-1.191630065,0.226733411,-0.067685659,-1.975226809,-0.469102788,0.102737506,0.184783073,-1.123127639,1.776730723,0.109778623,-1.65329313,-2.118891393,-0.175783432,-1.028762273
IRIS_313-11068,-0.945602106,0.136494234,-1.286544371,-0.099630948,0.810331663,-0.801953285,-0.474375559,-0.380282761,0.428065927,0.870836052,-0.894240936,-0.394108843,-1.168507577,0.50311995,-0.990426694,-0.752970172,-1.071705317,-0.838189531,-0.936126932,0.048767319,-0.259399973,-1.772436886,-0.708289138,-0.509683997,0.134323259,-1.229346709,-1.743406134,-0.124906463,0.093340401,-1.658332103,0.848789156,-0.777987968,-0.008381877
IRIS_313-11069,-0.932105475,0.453584769,0.31250795,0.178418423,1.805145183,0.371867276,0.935381368,-0.684331661,1.131862884,0.870836052,-0.032728546,-0.650813369,-0.289730829,-0.408940596,-0.265121923,1.179296765,2.037708843,1.499439216,-0.281452355,-1.130626916,-0.721382424,1.631059818,0.544236355,-0.404009893,0.863847775,0.740391572,1.363027544,0.685302618,-0.562137726,0.326110524,-1.162008135,0.718321074,-0.465773447
IRIS_313-11070,-1.996987157,0.080773809,-1.34269154,-1.641154483,0.038169807,-0.212331391,-0.74026311,-2.308581012,0.653849049,1.683926841,-2.139524774,-2.314206406,-2.282818513,-1.938314735,-1.2837831,3.06623486,-0.157457488,2.590216218,-1.894210581,-1.015398743,-1.024996131,1.670517053,0.986125248,1.551520784,-1.841947536,-0.999799692,2.073608099,-1.477720953,-0.804890395,-0.730290857,-0.635417404,0.124756883,-0.770069385
IRIS_313-11111,0.010522393,-0.267016615,-0.527113638,0.100795307,-0.409918694,-1.185574986,2.103948911,0.47166827,-1.841058533,0.057745233,0.34973134,0.689792978,0.435720362,1.810760126,0.971765023,-0.699068188,1.284581006,-0.932961993,1.231453657,-0.127464004,-0.728497672,-0.597725974,-1.328743801,0.103087706,0.320529983,1.62934358,-0.463477366,0.217337808,-0.911278824,-0.916291075,0.848789151,0.11847894,-0.117455187
IRIS_313-11112,0.829618846,-0.957532618,0.063126616,0.169232871,-0.083794975,-0.288610979,0.122697541,0.282437078,-0.252412053,-1.297406201,0.249474865,0.033123305,0.146258831,-0.69942042,0.582692708,-1.024137497,-0.261458679,-0.699321839,0.766299211,0.685911332,0.536542984,-1.253816023,-0.245566102,0.929491456,-0.294273163,0.240346025,-1.215829977,0.525022522,-0.205329769,-0.015708535,0.513969785,-0.225485142,-0.331807722
IRIS_313-11113,0.867838355,-0.899178481,0.532305688,1.470214249,0.061832898,-0.316421085,0.426861901,1.267240235,-0.766312969,-1.297406201,1.136689753,1.764004063,1.040703449,0.83814828,2.103423158,-1.390806521,0.266527388,-2.035301186,1.029154849,-1.591539607,-1.445495291,-0.484482369,-1.056829004,-1.129682509,-0.047327703,2.837761234,-0.456829374,0.819709012,-0.383577794,0.020363655,-0.029836967,-0.260169219,0.847933918
IRIS_313-11114,1.357383086,1.898959943,1.221844475,-1.365319494,0.127653325,1.137920501,0.122697541,0.374891981,-0.070963916,0.057745233,0.631934758,0.229184245,0.873349203,0.871013358,0.512399866,0.158096364,-4.14E-05,0.300686789,1.365830754,1.309499089,1.239671502,1.049704,2.620014649,-0.694678002,-0.677810056,0.351469686,1.334007826,0.136336744,0.535679578,3.002086293,0.057647293,2.133769168,-1.89713273
IRIS_313-11115,-0.329156774,-1.871321465,-0.144867712,0.77944501,-0.767317738,-1.25626164,-0.25571485,1.403408246,-0.454518391,-1.026375908,0.916506178,1.806484203,0.689709631,0.047275094,0.533490379,-0.562730032,-0.157457488,-0.90600993,-0.3709208,-0.77816427,-0.707982252,0.878941334,-1.393454917,0.847271339,-0.255730915,0.268127185,1.164541757,1.192848471,-0.981111509,-0.722411562,-0.173949196,-1.324887157,-0.241331376
IRIS_313-11116,0.368480556,1.245574604,0.361328815,-0.693685761,-0.057918042,-1.354656682,1.998313934,1.353863366,-0.655539991,-1.839466799,2.056967029,1.059345697,2.346353768,0.183152419,1.418226674,-1.426498399,2.171246325,-1.30319671,1.519072138,-0.913726826,-0.812190688,-0.447145591,-1.089451381,0.043681934,1.94798309,2.851651091,-0.427592295,0.299575523,-0.567887554,0.922032541,-0.289637661,1.184218306,-1.160552944
IRIS_313-11123,0.862977085,-0.493900953,0.561314832,0.857449441,0.067805762,0.674658187,0.702792765,0.201124669,-0.587383309,-1.297406201,0.039678908,-0.142736457,0.036317273,-0.159820372,0.4272474,-1.554514028,-0.569444277,-1.029837135,1.173756664,1.458617899,0.677438583,-1.666839664,0.252647089,-0.479418562,-0.41223563,-0.079161908,-1.694943353,0.163200512,-0.069958489,0.327633309,1.233851631,-1.77692184,0.833136456
IRIS_313-11124,-0.068763824,0.026197788,-0.461191135,-0.477818107,-1.704716017,-0.417551439,0.426861901,-0.126614334,1.200035279,0.057745233,-0.342781004,-0.14766412,-0.285830952,0.394754355,-0.984353267,0.212459491,0.706085875,0.138816002,0.131783754,0.53679252,0.524553727,0.244928116,-0.190241331,0.812853069,0.953461664,-0.426626909,0.263387502,-0.275333836,0.195443756,-0.393604551,-0.490824063,0.243072423,-0.331807722
IRIS_313-11154,0.232613739,0.040647705,0.195313522,-0.164782608,0.641167146,-0.663288725,1.098302725,0.3294784,0.420185681,-0.755345617,0.893926668,0.356404156,1.139282019,-1.668655284,1.238171285,0.088205663,0.933098697,0.076955563,0.766299211,-0.778164272,-0.753624802,0.819953632,-0.737569846,0.015847181,-0.027496719,1.740462452,1.049617633,0.285782795,0.260381273,0.362919739,-0.106628995,1.145854863,-0.502178227
IRIS_313-11163,-1.405924608,0.488435417,-0.848082182,-1.271377655,-0.069855711,-0.61154484,1.258204365,-0.461565165,0.817145939,-0.213285047,-0.598992834,-0.513283472,-0.316097239,-0.193319967,-0.170131421,-0.027055745,-0.569444277,-0.056076372,-0.497518549,-0.195245281,-1.263133991,-1.017951499,-0.050610134,0.060310922,0.150206475,-0.482267483,-1.046912915,-0.896784656,0.466451636,-0.265466374,1.7125601,0.118635087,-0.770069385
IRIS_313-11203,0.804188298,0.084176395,0.653125481,0.474874294,-0.597578001,0.732136653,-0.581138075,0.53619129,0.147430438,-0.213285047,0.132508977,0.602369011,-0.070087874,-0.162724987,-0.477441747,-0.720893779,0.650143146,-0.65407069,0.243490744,0.333448687,1.111846571,-0.326946091,0.723967778,0.73397304,-1.269770005,-0.065268698,-0.400841765,0.670551131,1.729472818,0.619504809,-1.209855244,0.363919329,-0.117455186
IRIS_313-11204,0.213804983,1.240588362,0.733322946,0.438873491,0.238820841,0.006482189,0.82256119,2.29672233,0.004443373,-1.297406201,1.268539478,2.625746544,1.186726829,0.203347609,-0.100570584,-1.614481081,1.165829839,-2.048953869,0.541740443,0.197886131,0.297734879,0.201656522,-0.254856997,-0.233551018,0.562277466,0.490371617,0.049496937,0.64115698,1.209320411,0.739559914,-0.587383209,1.265348236,-0.131001113
IRIS_313-11205,1.306770159,-0.666846723,1.1747131,0.819615864,-0.743871255,0.620132851,-0.25571485,0.56774574,0.131484271,-0.755345617,1.505157648,0.165477896,2.752514384,-0.397819046,1.416422774,-0.588202386,-4.14E-05,-0.209195813,1.058121746,-0.032570216,0.463907977,-0.162939992,-1.215695431,0.508857327,-1.797609982,1.282097064,-0.093377427,-0.896784656,1.289376749,1.097580892,-0.342051385,-0.46026307,2.145308228
IRIS_313-11206,0.146370503,-0.502970335,0.245662867,0.523164885,-0.612290973,0.302146664,-0.25571485,1.036164881,-0.296487885,-0.077769907,-0.067075672,1.062452722,-0.468400406,0.582221812,-0.166846419,-0.69809835,0.239613863,-0.751462139,-0.033944589,-0.059682725,0.269462469,0.308937325,0.394725212,0.178870117,-0.968975892,-0.0374829,0.388141121,1.066058235,0.67355135,0.053341587,-0.563321272,2.084753694,-0.410866619
IRIS_313-11207,1.356205755,-1.316167446,0.770116281,0.645312296,0.665179958,0.630559301,-0.015186894,2.269707941,0.440595548,-0.755345617,0.479693438,2.071436837,0.073963206,0.329657002,0.939185922,-1.259242908,-0.052710346,-1.538912762,1.279482452,0.848586399,0.958667551,0.410885035,0.689838598,1.378326363,0.293747157,0.698721756,0.627062423,1.420642592,0.501064483,0.688770553,-0.029836967,-0.49227915,-0.56678748
IRIS_313-11208,0.889528712,-0.108464661,0.383243675,1.390065449,0.030139885,-0.886632768,-0.687299935,0.820972721,-1.089700808,-1.026375908,1.733918341,0.756356086,0.873817843,-0.096084936,1.223139568,-0.206977626,0.706085875,-0.139321991,0.233398733,-1.26618947,0.088189183,1.02061834,-1.093681804,0.061640267,-1.922924095,1.559894283,1.21622743,2.33488979,-0.542606265,-0.173831581,-1.353394223,0.17101456,-0.489194909
IRIS_313-11210,-1.164435615,1.354721171,-0.922230631,-0.51793417,0.664768041,-0.147021544,-0.139975807,-1.267189751,0.640056008,0.599805782,-1.213524299,-1.599505542,-1.22298463,-0.859126234,-0.279959235,1.443411744,-1.367851997,1.547421901,-0.909323062,-0.141020258,-0.938714821,0.117404105,0.051655454,0.060594379,1.086493146,-0.999799692,0.169866412,-1.146149506,0.311480437,-1.093546476,1.425341666,0.573574162,0.700725919
IRIS_313-11211,1.431424426,0.057406783,0.941619768,1.631977666,1.151452247,1.228075485,0.702792765,-0.11444003,0.856838437,0.599805782,0.011829887,-0.067264931,0.302311291,2.129635745,0.740445699,0.127826723,0.374796493,0.15439134,1.796221661,1.485730411,1.200342019,0.399953493,0.225297354,-1.305922782,0.051822709,0.795951261,0.082665445,-0.373052267,0.466451636,0.493858966,0.154085969,0.512541377,2.402857916
IRIS_313-11212,-0.290006933,-0.116996817,-0.58220711,-0.121441171,-0.788167624,-1.431994294,-1.173660627,0.106097439,0.926347036,-0.755345617,0.518682067,0.12961793,0.523107047,0.006481971,0.37023484,-0.280525295,0.374796493,-0.225623976,-0.94961709,-1.605095861,-0.536467139,-0.258219598,-1.361602651,-1.166315331,-0.44994272,0.462591394,-0.326445119,0.482062687,-0.443960789,-0.863233793,-1.506499262,-0.484662351,-0.630882525
IRIS_313-11213,0.53719492,1.299507027,0.488327333,0.010804288,0.430739159,-0.043696109,0.571720869,0.13901342,0.633474228,-0.755345617,0.695059277,0.325595153,1.139410433,-1.000316401,-0.279959235,0.117397279,0.539159221,-0.039680243,0.680392247,0.835030145,0.730054568,0.520866051,-0.348738013,-1.598161465,0.618063139,0.031978531,0.689478064,-0.124906463,-0.082922417,0.643048489,-0.234185539,0.179728738,0.129705629
IRIS_313-11214,0.031642309,-0.370424612,-1.973118098,-0.61653923,-1.633306665,-1.942597951,-0.793179775,-0.68609029,0.05624747,0.870836052,-0.34835081,-0.655403308,-0.267774009,0.749341434,-0.089846347,1.017211729,0.159226608,0.861972577,-0.462545874,-0.601932948,0.107879649,0.585202805,-2.266648657,0.067674251,0.600776291,-0.023590286,0.843372438,-0.324447047,0.97175679,-2.182336878,-0.970612547,-0.959195876,-0.463166982
IRIS_313-11216,0.238559004,-1.754834039,0.781030634,1.933080072,-1.058907608,-0.119507605,-0.139975807,1.771216895,-0.240163247,-1.568436498,1.574224661,1.426094296,1.18075924,-0.835121278,1.585832911,-1.998138326,0.266527388,-2.063384323,0.101029212,-1.632208372,-1.239948364,-0.851524153,-1.005772826,2.837640874,-0.229530672,1.754352309,-0.880309782,1.160922409,1.36399333,0.182338445,-0.490824063,-0.931056687,1.026802437
IRIS_313-11217,-0.037082499,-0.455492047,1.355861659,1.891694916,-0.506591347,0.290766524,1.044504012,2.483535835,-1.198835563,-1.026375908,2.186929126,2.110099919,1.684384915,-0.213308042,0.581238029,-1.099164407,0.706085875,-0.158101634,0.462936794,-0.26302656,-0.433018625,1.823837799,-0.583019763,0.525775639,-1.035556434,0.851510891,0.990100744,1.621980773,0.477110372,0.838296353,0.154085969,-0.788239814,0.569720896
IRIS_313-11218,,1.239048916,,,-0.791266559,,,,-0.817958618,,,,,-2.022096272,,,,,,,,,,-0.158022446,-1.380535176,,,,1.236596248,,,1.7356224,
IRIS_313-11219,-0.012095104,-1.516117606,0.868170696,1.074897263,-2.127842174,-0.056684954,0.273136748,1.170390861,-1.07608588,-1.026375908,1.674506659,1.030108877,1.369291735,1.217451861,0.106654832,-0.789157733,0.539159221,-0.511874464,0.111295676,-0.235914047,-0.062165236,0.685134236,-0.594859508,1.443619584,0.166953035,0.337579357,0.371137108,1.034739993,-1.137624758,0.623594282,-0.44204413,-0.48589065,0.213475809
IRIS_313-11220,1.061942376,,0.702869511,-0.5970111,,1.308959784,-0.74026311,-1.292959696,,0.599805782,-0.534011276,-1.24624095,-0.330981686,,-0.691737738,1.412999013,0.159226608,1.369956509,0.333820835,0.835030143,1.494073303,0.296638344,1.789112343,,,-0.454444548,-0.005571779,-0.710614486,,1.330404172,-0.92275999,,0.005340038
IRIS_313-11221,0.324501392,-0.911486652,-0.027064771,0.414977319,-1.583546246,0.169894832,-1.215917535,-0.714134261,-0.902011204,0.328775509,-0.350207412,0.249342792,-0.559794437,-0.074128594,0.817412233,1.075877283,-0.972197854,0.132264076,-0.568554796,-0.683270481,-0.226304965,0.771381037,0.135293085,0.915087339,-0.296842523,-0.065268698,0.930926696,0.299575523,0.570266836,-0.31133948,-0.289637665,-0.823210283,0.171505401
IRIS_313-11222,-0.241220824,0.179236396,-0.431393272,-0.121441171,-0.88826991,-1.612360956,-1.744093697,0.645420081,2.008904501,-0.48431533,1.024781628,0.61662661,0.966016405,0.298850834,0.738561992,-0.859208737,-0.670905358,-0.846614338,-1.367686229,-1.632208372,-0.790277634,-0.613075411,-1.567765113,-0.092819446,1.62327819,0.087545189,-0.482887586,0.849981334,-1.136242929,-0.624585033,-1.066312235,-0.640999627,-0.943562171
IRIS_313-11223,-1.164435615,1.230523702,-0.472592667,-0.164782608,0.518333401,-0.325042396,-0.139975807,-0.064473335,1.433743591,0.057745233,-0.459746994,-0.362431493,-0.189669568,0.643403791,-0.664665644,0.136553821,0.266527388,0.225941055,-0.909323062,-0.737495504,-0.671045584,0.023648398,-0.507993444,-0.733584971,1.546178099,-0.384908984,0.232107176,-0.744083206,-0.724299655,-0.66137811,-0.490824063,0.140483796,0.642325829
IRIS_313-11224,2.145519116,0.349819159,1.096309318,2.316505148,0.353749117,0.390435141,-1.110272706,1.172722081,-0.620725773,-2.652557722,1.635516237,1.126499445,1.055547976,1.112199396,1.026214665,-1.017436429,-4.14E-05,-1.138029957,1.279482452,0.726580099,2.181093904,-0.152751226,-0.534783914,0.29872998,-1.294538143,0.823731083,-0.080542943,1.588029924,-0.451686065,0.453977262,-1.114160511,-1.479516152,0.966915714
IRIS_313-11225,,0.431914556,,,-0.246881952,,,1.235381158,0.74672468,-0.48431533,,1.077515929,,-0.128932433,,,,,,,,,,0.961122598,0.612219766,,,,0.260381273,,,0.434813921,
IRIS_313-11226,-0.576384236,-0.017831407,-0.378669969,0.033166098,-0.394724452,0.530747679,0.122697541,-1.173320704,-0.216390075,1.412896581,-1.239103765,-0.896589537,-1.50972943,0.300089402,-1.75535364,0.920373237,-0.105180233,0.469472673,-0.359624922,0.767248865,0.51594087,-0.958691063,0.681556418,-2.070941719,0.40835197,-1.318097379,-0.913647146,-0.676878431,0.431870275,-0.646114993,0.254026129,-1.220236658,0.818355891
IRIS_313-11227,0.679848773,0.651690892,0.493593722,1.205113954,0.725569898,1.103885881,-1.004614581,-0.858790921,-0.571306097,1.141866318,-0.654691864,-0.976946015,-0.990462464,2.116808111,0.570720481,0.93474515,-1.318723239,1.099007007,-0.161472713,0.211442387,0.370166094,0.234693068,0.877549914,-0.169193283,-2.836687547,-0.482267483,0.016918873,0.341162267,-0.153592085,0.081361562,0.581061094,0.325446327,1.041814756
IRIS_313-11228,0.925035894,-0.025372017,0.915760549,1.12678682,-0.622939493,1.166625983,-0.015186894,0.756569062,0.468511411,-0.890860762,0.041535509,0.835523605,-0.090855443,1.196296103,0.13298999,-0.476442031,1.077837885,-0.515229131,0.80593849,0.299558047,0.924120785,0.390060937,0.794266204,-1.203283656,0.366575244,0.650106902,0.461815826,0.439422454,-0.190495782,0.659802777,-1.090236468,0.476598578,0.847933918
IRIS_313-11229,1.78323592,0.62231392,0.086304647,0.819615864,0.529629903,-0.522677771,-1.057445994,-0.254438474,-0.423346018,-0.48431533,0.548387689,-0.288532169,0.371604106,1.056284015,1.809473294,-0.209063449,-1.071705317,-0.295616105,0.879565251,0.07587983,0.736691834,-1.011061725,-0.788408368,0.176943553,0.338414082,0.920960366,-0.931435897,0.880401674,1.36399333,-0.364043671,0.057647293,0.333963181,0.074239764
IRIS_313-11230,-1.312694362,0.328312866,-1.040948859,-0.186313319,-0.20277117,,-0.687299935,-0.202532549,3.207773308,-0.077769907,,-0.66194466,,-0.678830597,,-0.173142302,,0.171886979,-1.337162545,,,-0.95066361,,0.870073982,-1.780414432,,-0.764538174,,0.744267467,-1.39086124,,0.5669053,
IRIS_313-11231,0.770595776,-0.009436878,-0.032754676,-1.271377655,-0.76374965,-0.350700962,-1.427191945,0.191569739,1.776577678,0.599805782,0.173354208,0.362183599,-0.337301674,-1.215429652,-1.550410292,-1.050801513,-0.157457488,-1.14445485,-0.427916133,0.563905032,1.590625122,-1.32960105,1.288075666,0.257966441,1.2807156,-1.185670494,-1.356300249,1.571113912,-1.051022607,0.890720955,-1.257701931,-0.327259724,-2.692966479
IRIS_313-11241,-0.387173715,0.526729778,-0.49977914,0.215302054,0.103028957,-0.039982767,-0.687299935,-0.617271841,0.510082538,0.870836052,-0.788376884,-0.578671461,-1.000780001,-0.815600524,-0.584721959,0.899108997,-0.77182889,0.85481521,-0.678073252,-0.046126469,0.003996018,0.78117333,0.003135381,-0.442995065,0.487799117,-0.844980639,0.71257238,-0.150302232,-0.309127188,-0.941054419,0.154085968,1.082261529,0.411562939
IRIS_313-11321,0.104979195,-0.667055863,-1.008926961,-0.497924199,0.20710479,-0.488349044,-0.898927875,0.260004803,0.3119201,1.412896581,-0.946277034,1.710197195,-0.347231026,-0.951428393,-0.799163882,0.147441531,-0.77182889,-0.852084583,-0.485821937,0.29277992,0.584924582,0.867588251,-0.899177671,1.153663361,1.297874576,-0.971534686,1.053211003,-1.712243502,-0.724299638,-1.213563726,-0.173949196,-0.555434877,1.514915156
IRIS_313-11322,-1.834334985,0.360775543,-1.90766398,-1.747766141,-0.116953908,-1.94828364,-0.015186894,-0.700684555,-0.052653732,0.735320918,-0.248094314,-0.520031964,0.144710249,-0.242460796,0.128875249,0.71803567,0.320536931,0.536070398,-1.383040185,-1.788105311,-1.97093615,0.285679719,-1.828165784,-0.457706424,-0.100211398,0.233400705,-0.076423169,-0.732956568,0.122182347,-1.585753642,-0.44204413,-0.740995834,-1.716296893
IRIS_313-11323,-0.123744985,-0.017746856,-0.187105005,-0.43731798,1.515176583,-0.212331392,-0.420582529,-1.346295737,0.497140742,0.599805782,-0.19425287,-1.308098992,-0.022951556,0.922113437,1.127505869,1.434036574,-1.1213024,1.220544289,-0.325934007,-0.53415167,-1.05229839,-0.237149676,-0.053334789,-0.003408402,2.215892894,0.073653697,-0.108904336,-0.348812907,-0.129468029,0.016196447,0.945958619,-0.943812994,-0.198434433
IRIS_313-11324,-0.787100706,1.802014257,-0.130472026,-0.43731798,1.882687003,0.471158871,0.82256119,-1.151326314,-1.718185586,1.412896581,-0.823659503,-0.691720218,-1.167690042,0.569668598,0.177951755,1.271868037,0.484098976,0.649729936,-0.226511382,-0.696826737,-0.901939667,-0.000724386,1.038195821,-0.70615789,1.86257367,0.365359986,0.032479678,0.163200512,-2.306651926,0.098073856,0.154085968,0.688265418,-0.719746926
IRIS_313-11326,0.46709213,-2.19237453,0.484107997,0.769432434,-1.200708822,-0.364256615,-0.015186894,1.34768546,0.030941202,-0.48431533,1.048546474,1.203399098,1.086841621,-0.248989453,1.364000312,-0.765551665,0.266527388,-0.70200277,0.343806089,-0.981508106,-0.614667501,0.57715026,-0.814966759,0.035608525,-0.325909873,1.420995683,0.640353367,0.655835938,0.311480437,0.264740258,-0.39260496,-0.704623819,0.227503685
IRIS_313-11399,1.037251132,-1.258931869,0.198232366,0.596212514,-1.739926016,-0.687127947,-0.687299935,0.82532003,0.322856944,0.057745233,0.929847297,0.926997263,0.649736109,0.518919467,0.540764968,-0.250400951,-0.209548304,-0.299866987,0.353781802,0.184329877,0.81383192,0.946506554,-0.766046758,1.210188704,0.049662428,0.240346025,1.115222165,1.322088136,0.431870253,-0.056841731,-0.539216852,-0.727623872,-0.541005335
IRIS_313-11400,0.162193711,-0.719357245,-0.373781841,-0.43731798,1.123695235,0.736394096,-0.015186894,-1.798919064,-0.853504736,2.379983496,-1.614904336,-1.424453761,-1.760773459,0.547639475,-0.957842988,1.849064164,0.266527388,1.347619557,0.111295676,0.672355076,0.722572839,-0.129807056,1.117967429,1.967679525,-0.587047974,-0.593628615,-0.039178848,-1.324079808,-0.36180937,-0.278834147,-0.39260496,0.357479453,0.966915714
IRIS_313-11401,0.757118041,1.124029984,-0.006293758,0.571782467,-1.447991513,-0.469326559,0.273136748,1.005030035,0.170413207,-0.48431533,0.346018138,0.893458643,0.301141007,1.581362323,0.03667143,-0.477217651,0.933098697,1.348442177,0.80593849,0.455454986,0.789588096,2.503681108,-0.729532732,0.636336049,1.991914364,0.490371617,0.843091873,0.467813846,-1.39970517,-0.373489336,-0.77917246,1.20461863,0.185476627
IRIS_313-11402,1.147681526,1.323788133,1.180554347,1.443441622,-0.997779015,0.288133208,0.350426457,0.939801669,-1.923638979,-1.297406201,1.895442708,0.704654642,1.344204168,-0.0065356,1.427217499,-0.657083922,-0.052710346,-0.51899009,1.265078454,0.286001792,0.220693488,0.14745484,-0.267037742,0.244496359,-0.375010803,1.254317334,0.341132116,1.621980773,1.62341077,0.833758951,0.437466375,1.458553759,0.10193441
IRIS_313-11404,-1.157876422,1.236262366,-0.798411048,-1.365319494,0.930348322,-0.913274988,0.273136748,1.367042358,-0.639115424,-0.213285047,-0.184969863,1.244391614,0.643284995,0.003288806,1.224385432,-0.850960395,-1.022004954,-0.972097638,-0.727986393,-1.157739427,-2.431936911,0.228598941,-0.765737813,-0.016931742,-1.362866657,0.240346025,0.47968165,-1.205428933,-0.426044144,-0.062567289,1.377472255,0.988626933,-0.56678748
IRIS_313-11481,-0.052095236,0.495582079,-0.548794894,-0.29255759,-1.058242718,-0.734302826,0.122697541,-0.318456794,-0.493057688,0.328775509,-0.067075672,-0.346869065,0.410842095,-0.100436179,0.21994774,-0.199319219,-0.157457488,-0.29504209,0.018319536,-0.052904597,-0.179959741,-1.109367544,-1.105770153,0.052449687,-0.103708329,0.025032558,-1.039824163,-0.69939892,0.099119283,-0.692688553,0.35027359,-0.118096662,0.411562939
IRIS_313-11482,-1.299227278,1.252817373,-1.202772548,-1.255394676,1.024294193,-0.876885717,0.625769631,-1.155784146,0.402456466,0.057745233,-0.712248732,-1.077780673,-0.177517159,-0.674370599,-0.401639743,0.892195679,-0.972197854,0.647765925,-0.702930308,-0.073238981,-0.98340206,-1.013648848,-0.773251144,0.557283832,0.47838089,-0.844980639,-0.929389825,-1.411658787,0.328591597,-0.942425212,1.559375211,-0.087156882,-0.184987379
IRIS_313-11483,-0.268878836,1.281427224,0.047158769,-0.22909354,1.325266146,-0.047408517,0.82256119,-0.374956579,-0.213253457,0.870836052,-0.021588938,-0.00105538,0.347822494,0.616089678,-0.438198064,0.396253993,0.052833117,-0.078269442,0.162408,0.482567498,0.02747906,-0.074496893,-0.186938332,-1.635475142,1.854046614,-0.329298204,0.051035077,-0.515859745,-0.935493112,0.205605091,0.748844515,-0.264352692,0.269699998
IRIS_313-11484,-0.10157971,-2.773129532,0.22725105,-0.334393768,-0.968663393,-0.764751215,1.734212231,0.211516148,-1.115459527,0.057745233,1.208921692,-0.754896801,1.207283508,-0.06173637,0.259167498,-0.085720335,1.589286093,1.140065687,0.922606822,0.021654809,-0.25861781,0.892378491,-0.608073997,-0.363223347,-0.339802724,1.032079425,0.341132116,0.568303591,-2.310356372,0.50530264,-0.029836963,-2.308070481,-0.955796922
IRIS_313-11486,-0.81633863,0.229684929,-1.5258183,-0.969214754,-0.72628365,-1.25626164,-1.004614581,-0.664979211,-0.389140374,0.599805782,-0.83108792,-0.655756691,-0.907178972,-1.00031683,-0.181562536,0.608557752,-1.071705317,0.487371052,-1.188295018,-0.629045459,-0.666557033,-0.259903072,-0.823939056,-2.039403197,0.142162776,-0.774993422,-0.251167136,-0.515859745,1.236596248,-1.567666078,0.154085968,0.868025119,-0.744949824
IRIS_313-11487,0.0485723,-0.664307178,1.20137737,0.63300757,-1.242794539,0.828592423,1.417118152,1.469410704,-1.735912644,-1.839466799,1.034407624,1.593255998,1.186402842,1.389934364,0.714132949,-0.680894967,0.990716403,-0.805227003,0.863494604,-0.168132771,-0.44888319,0.829046327,0.432226627,-1.368722371,-0.581012954,1.157088273,0.970390889,0.467813846,-2.237138765,1.21981385,0.35027359,-1.286440668,0.255615818
