accession_name,Root_thickness,Stress_Root_Na+,Shoot_weight,Shoot_length,Stress_Shoot_Na+,Lost_Shoot_weight,Height_WO_husk,Root_length,Stress_Chlorophyll_A,Root_Na+,SES,Stress_Shoot_weight,Stress_Chlorophyll_B,Stress_Shoot_thickness,Shoot_K+,Stress_Root_thickness,Lost_Chlorophyll_A,Stress_Root_length,Lost_Chlorophyll_B,Root_weight,Lost_Root_weight,Lost_Root_thickness,Chlorophyll_B,Lost_Shoot_thickness,Stress_Shoot_K+,Shoot_Na+,Stress_Root_weight,Chlorophyll_A,Stress_Shoot_length,Root_K+,Shoot_thickness,Lost_Root_length,Stress_Root_K+,Lost_Shoot_length
IRIS_313-8410,-0.490483047,0.297989848,-0.384041182,-0.455132811,0.348319894,-0.161035233,-0.137906389,0.286709529,-0.364890584,-0.050825528,-0.085330442,-0.188764807,-0.369173299,-0.033125358,-0.008057996,-0.086955684,0.18350197,-0.164427073,0.192929444,-0.306448174,-0.007273174,-0.34857122,-0.200462464,-0.050291995,0.250437452,0.002925076,-0.160849444,-0.169876086,-0.41548804,-0.060315612,-0.208923018,0.365696361,-0.174100168,-0.041884388
IRIS_313-8437,0.500017035,-0.098203797,1.105783632,0.853313511,-0.348962724,0.239004734,0.979644928,0.138318493,0.970802429,0.084147668,-0.467841593,1.356037311,1.130936154,1.18226848,0.008162295,0.707618532,-0.270207428,0.20293407,-0.354683878,0.507411768,0.006787802,0.163018144,0.175449704,0.077871555,0.209504007,-0.003121836,0.716878214,0.169861747,0.707566934,0.326155761,0.679528909,-0.191917362,0.273246566,0.047701833
IRIS_313-8509,0.464140981,0.161363693,-0.158123897,-0.558160891,-0.074929427,0.081349878,-1.148464043,-0.820646599,0.292616762,0.016602764,-0.260383323,0.459407725,0.3602296,0.670473216,0.007931448,0.463609639,-0.162035321,-0.223536677,-0.197995187,-0.132611123,0.004122625,0.173401236,0.068232294,0.045949343,-0.280639985,-0.003433257,0.30633628,0.071731811,-0.210578081,0.218169327,0.149667852,-0.38265091,0.147115307,0.024597323
IRIS_313-8632,0.159763852,0.230511254,-0.144731999,-0.384177655,0.102792202,0.16482317,-0.86782877,-0.615845884,-0.231340486,0.066025654,0.271238876,-0.506137678,-0.446780359,-0.485078251,0.008199712,-0.46682698,-0.052981138,-0.309087045,-0.00261558,-0.317431569,0.007183704,0.280485048,0.057714902,0.089313015,-0.441707598,-0.001290679,-0.477930406,0.045212157,-0.407635313,0.135567676,0.038566979,-0.184453195,0.357653946,0.035618347
IRIS_313-8641,-0.705599947,0.253468215,-0.832841868,-1.30211987,0.532527613,-0.145483814,-1.257287652,-0.581472726,-1.159074844,0.011742998,0.958198832,-1.225397262,-1.337151154,-1.019994981,-0.006800286,-0.617308371,0.298084888,-0.593100078,0.342079997,-1.017072802,-0.007493284,-0.307756729,-0.209738714,-0.015963411,0.655539039,0.001191663,-0.802467764,-0.175241538,-1.179954659,-0.010634163,-0.235421459,0.233822706,-0.22152905,-0.03962856
IRIS_313-8683,0.577939401,-0.169624915,0.650016586,0.688429511,-0.331491847,0.218573526,-0.242031254,-0.307329546,0.208677804,0.072996606,-0.220565539,0.396860317,0.176015685,0.300985491,0.007883612,-0.017128978,-0.157591053,0.208773452,-0.196593479,0.358587767,0.009030261,0.391408585,0.067433343,0.077444623,0.445778871,-0.004845587,0.114592702,0.091099241,0.491792289,0.226708411,0.368940356,-0.418783058,0.268728105,0.0443692
IRIS_313-8703,0.345177407,-0.110855025,0.723907596,0.567281134,-0.329359987,0.220180687,1.265959546,-0.044096368,0.28963637,0.071502039,-0.140139402,0.678471196,0.30367419,0.372851915,0.007006155,0.279147311,-0.171210325,0.247643791,-0.207828575,0.226798672,0.006389997,0.222073761,0.09846921,0.090519119,0.193913646,-0.003719446,0.393233513,0.108724667,0.983199198,0.209715922,0.486371741,-0.337918009,0.270342981,0.036077854
IRIS_313-8717,0.328667365,-0.208340033,0.424165401,0.806322967,-0.277099495,0.210666916,0.360904162,0.060070181,0.30852351,-0.049789405,-0.060242022,0.18026004,0.37870487,-0.020533171,0.007547132,0.186097582,-0.159544739,-0.074404366,-0.224226859,0.283216389,0.008618448,0.226149873,0.133495027,0.080418437,0.181639893,-0.004914049,0.089395193,0.13245478,0.725359762,0.210299072,0.229731799,-0.00476913,0.26283328,0.038641979
IRIS_313-8721,-0.213814821,-0.058175574,-0.634139877,-0.430901488,-0.143701262,-0.236697217,-0.235942919,-0.392358765,-0.32885412,-0.021585636,0.273577799,-0.68107639,-0.501257893,-0.488062807,-0.001921325,-0.147268081,0.092005491,-0.604284237,0.124845472,-0.412135415,-0.004869412,-0.119888671,-0.221454506,-0.105345087,0.197052464,0.002653163,-0.573390627,-0.177606974,-0.869649752,-0.140839814,-0.57850373,0.3017286,0.142106654,-0.035750078
IRIS_313-8733,-0.067887981,-0.208015691,0.385694838,0.414656992,-0.305961373,0.204984201,0.222921204,0.362301388,0.162698672,-0.036271359,-0.297047634,0.156148307,-0.050639824,0.058600657,0.007248261,0.035587834,-0.133236183,-0.012421902,-0.133838095,-0.0043942,0.006584853,0.050740146,0.100383768,0.075540769,0.262412019,-0.003299004,0.028346677,0.11890335,0.36665383,0.135618735,0.258302487,0.162906323,0.011583442,0.038260539
IRIS_313-8737,0.109916013,-0.031087918,0.062943357,0.319397989,-0.043793192,0.116134834,-0.556381989,-0.379347851,0.496405435,0.039127443,-0.283996687,0.243729648,0.583218364,0.100373552,0.009994221,-0.208854559,-0.147493396,0.252908362,-0.208218972,-0.215079509,0.00553297,0.243511751,0.101491656,0.049480342,-0.312680226,-0.003816918,-0.009077509,0.110167222,0.471887903,0.20916381,-0.04041327,-0.473808934,0.022890719,0.03501873
IRIS_313-8789,-0.281845035,0.097769739,-0.440677647,-0.996685838,0.618811854,-0.194290052,-0.229141912,-0.171004686,-0.22921834,-0.099005708,0.033515974,-0.244349179,-0.065049518,0.01101344,-0.007809288,0.004867611,0.161264481,-0.028069602,0.120491493,-0.410033398,-0.008233409,-0.274444668,-0.085235069,-0.0540222,0.20252073,0.003422406,-0.044597867,-0.07833346,-0.518533695,-0.204471848,-0.030829358,0.103580262,-0.377766248,-0.056426279
IRIS_313-8822,-0.036192233,0.142032776,0.045106534,0.081854964,0.195095512,-0.039121923,-0.656963116,-0.478024094,-0.44280798,0.125062224,0.132410528,0.05327928,-0.61676219,0.145917025,-0.004219073,0.003904767,0.267340022,-0.247551668,0.39240835,-0.092453682,-0.004848724,-0.075641603,0.030560754,-0.012527793,0.063386642,-0.002901568,-0.110896327,-0.001537544,-0.458161597,0.185035714,0.013296773,0.023619805,-0.066756105,-0.001641571
IRIS_313-8850,0.04329895,-0.106471864,0.291809669,0.110208421,0.079687423,0.185510247,-0.74568292,-0.2372563,-0.210482082,-0.050233171,0.264999067,-0.305048863,-0.349395068,-0.167809543,0.004903984,-0.16067461,-0.028762631,-0.037800977,-0.040102952,-0.14719496,0.004992679,0.141050208,0.061638105,0.074698433,-0.971620978,-0.002208894,-0.087581034,0.079707117,-0.446987187,0.091841364,0.250053324,-0.164499279,-0.098682374,0.037231105
IRIS_313-8854,0.345179527,-0.068402067,0.506958777,0.351279402,-0.426487367,0.198172018,1.458498693,0.393241851,0.494570366,0.115439664,-0.280768291,0.521268316,0.586063202,0.491935453,0.007339164,0.249189622,-0.214772101,0.549801996,-0.276309781,0.433705235,0.007764703,0.251095005,0.117709432,0.074354782,0.551357061,-0.003257683,0.514964606,0.12046227,0.445728109,0.238674047,0.400659816,-0.362724613,0.258183902,0.042251813
IRIS_313-8864,-0.154053961,0.04960511,0.248615909,-0.152827697,0.330056553,-0.060426861,1.421488175,0.74678188,-0.366152582,-0.109580737,0.053637476,0.138255449,-0.290310044,0.25656649,-0.006613965,0.125809011,0.213109492,-0.015474433,0.212556062,0.391978331,-0.003516156,-0.259890497,-0.147471473,-0.0214742,-0.29020969,0.001834767,0.102358205,-0.125480103,-0.285903608,-0.174861481,0.253671318,0.526060125,-0.590153997,-0.039167527
IRIS_313-8930,0.274492235,0.074640183,0.016115156,0.086865136,-0.070028249,0.14595039,-0.029715514,-0.725192156,0.059498175,0.046437526,0.007923188,-0.133100559,0.012685135,-0.036642504,0.004315458,0.314249417,-0.072788801,-0.491761188,-0.070704616,-0.254521557,0.004753804,0.176767093,0.137626881,0.069226242,0.238365609,-0.003277756,-0.100709819,0.132312485,-0.23130643,0.081094532,0.044692824,-0.116483036,0.547119988,0.043602932
IRIS_313-8932,0.03572367,-0.135968192,-0.205663729,-0.276644984,-0.138545909,0.131042609,-1.977997892,-0.277883734,0.202041501,0.080456585,0.239669134,-0.418415932,0.25703438,-0.41011897,0.00103134,-0.375767245,-0.143470413,-0.065399772,-0.176795404,-0.245991065,0.006002767,0.214681739,0.099306539,0.072454517,-0.212627638,-0.002211967,-0.31518214,0.106744488,-0.210601273,0.12125425,-0.064835795,-0.217470872,0.440873036,0.036702459
IRIS_313-8963,-0.037580383,-0.151904858,-0.010535384,-0.148453571,0.028949557,-0.186237016,0.149082237,0.656944385,0.24492249,-0.101465402,-0.118488678,0.177486634,0.259017332,0.310997776,-0.004670097,0.15957415,0.002442483,0.068128156,-0.058029362,0.493862127,-0.003217122,-0.14916337,-0.203606049,-0.085256884,0.169366203,8.18E-04,0.152072807,-0.15065014,-0.187648712,-0.274744905,-0.041561475,0.366704415,-0.305634165,-0.046641506
IRIS_313-9049,0.413276175,0.133205477,0.600570707,0.81191059,-0.197618581,0.225355383,-0.079138701,-0.145655239,-0.075804068,0.066179474,0.223587293,0.20385259,-0.174938101,-0.086383537,0.009747768,-0.164789246,-0.057890315,0.131010331,-0.055986091,0.360268224,0.008675323,0.360898432,0.038921448,0.083384096,-0.335796774,-0.00315669,-0.085133405,0.05822249,0.891199044,0.207880666,0.275942759,-0.313937376,0.364834467,0.037400501
IRIS_313-9066,-0.335067983,0.312510221,-0.365117634,-0.281948379,0.11315213,0.115264094,-0.855727818,0.125917904,-0.218673494,0.073097084,0.51805035,-0.97503339,0.228760415,-0.877668981,-0.002653529,-0.311679507,0.084036615,-0.66125695,0.030720307,-0.440082126,0.002875408,0.021423858,0.180275732,0.065664274,0.136603656,-0.001164105,-0.633169812,0.136571264,-0.932418093,-0.106938552,-0.239577376,0.370088746,0.781920053,0.047186685
IRIS_313-9067,0.373579544,-0.321835994,0.720385447,0.552658681,-0.063349044,0.213093736,0.388754015,0.35820213,0.592728322,-0.006236168,-0.612250667,0.722345731,0.650161882,0.519856233,0.0080251,0.223881356,-0.165588279,0.167484814,-0.192800366,0.567282952,0.008068574,0.200282123,0.237659632,0.079558595,-0.550310961,-9.95E-04,0.275492442,0.21909324,0.789557391,0.116396571,0.522479073,-0.023272608,-0.2222023,0.037408417
IRIS_313-9072,0.434372276,0.233268898,-0.104696997,-0.138243771,0.056744962,0.124531339,-0.780968223,-0.624535589,0.009244431,0.010860763,0.226917023,-0.171273459,0.017566645,-0.128570107,0.007138616,-0.004328129,-0.087462127,-0.123046847,-0.108588445,-0.002944341,0.007168685,0.309162022,0.094052684,0.063995557,-0.215196213,-0.003376357,-0.078395983,0.087517204,-0.067079257,0.170666664,0.005625776,-0.365508679,0.387103733,0.029180169
IRIS_313-9108,0.089789012,-0.238733825,0.061242079,-0.039815499,-0.396221063,0.064935995,0.159736623,-0.220737023,0.3117665,0.073111867,-0.635467367,0.493964629,0.33687323,0.324938702,6.13E-05,0.433881675,-0.083742305,-0.165034229,-0.045919841,-0.060808658,0.001623487,0.012984641,0.220532655,0.037998553,-0.144825118,-0.001102258,0.265096687,0.155559939,0.578990626,0.042458397,0.108609665,-0.074441478,0.249795416,0.023937126
IRIS_313-9139,0.158974961,-0.020154043,0.075823853,-0.079303784,7.36E-04,0.198961896,-1.131938241,-0.391509062,-0.157518129,0.015746481,0.53069359,-0.503651968,-0.151881026,-0.527751952,0.003600468,-0.269108491,-0.074568118,-0.160706382,-0.101766334,-0.176711124,0.007749226,0.265326941,0.050359259,0.096095146,0.044555709,-0.004015758,-0.274873753,0.053294984,-0.326457422,0.109102655,0.153810958,-0.214311048,0.411647277,0.038147101
IRIS_313-9148,0.099145628,-0.360758239,0.585357356,0.284608128,-0.193087355,0.202560384,0.863715643,0.296663909,0.782700386,-0.018540335,-0.22191035,0.397449094,0.863010057,0.179915311,0.00695926,0.23548982,-0.253218414,0.452884582,-0.282792125,0.200840842,0.003638499,0.068852499,0.140255911,0.081723592,-0.637534922,2.47E-04,0.518952707,0.096636755,0.794122709,0.104121329,0.463055916,-0.198598273,-0.239654394,0.023955905
IRIS_313-9156,0.384606138,0.245694171,0.008139082,-0.015010863,0.085442443,0.146051988,-0.847067693,-0.395241242,-0.11259835,0.052916067,0.381494496,-0.059282869,-0.193399685,0.002815512,0.006799586,-0.338578814,-0.034100013,-0.062992748,-0.010325825,0.095073339,0.009088136,0.356695476,0.148457166,0.072658255,-0.59140775,-0.004033055,-0.263638801,0.134207019,-0.08324723,0.13291601,0.069686004,-0.295668912,0.32231581,0.036332798
IRIS_313-9170,-0.565288506,-0.013928573,0.184809406,0.627558017,-0.264337521,-0.112587166,0.951696899,-0.081634208,0.300987349,0.142572149,-0.044176431,0.570514815,0.186840415,0.338236804,-0.004908227,-0.060588758,0.099493499,-0.046294986,0.290858262,-0.489006002,-0.014437283,-0.332436002,0.303009305,-0.074357072,0.083629833,9.54E-04,-0.104283596,0.118222464,0.557820458,-0.443913373,-0.201161174,-0.0309186,0.041916257,0.019683294
IRIS_313-9174,0.472562221,-0.034219801,0.607526985,0.372978983,-0.378490002,0.195806548,1.718002285,0.327417172,0.43123414,0.091864853,-0.277467104,0.690561823,0.487901658,0.680241113,0.007598359,0.209918522,-0.193566228,0.480285058,-0.239400929,0.586439426,0.008839174,0.303427037,0.136953188,0.06980691,0.390703197,-0.003729041,0.439184681,0.135640154,0.442616211,0.278444169,0.452906407,-0.337041076,0.300208379,0.040943583
IRIS_313-9218,0.457183831,-0.116863124,0.419809252,0.490041693,-0.215119195,0.187873413,0.189908275,-0.136465573,0.316095563,0.085598065,-0.247112437,0.38667006,0.297710293,0.308853679,0.007477185,0.215509928,-0.178805771,0.35705847,-0.223037666,0.305632083,0.007706145,0.300304676,0.118286152,0.06740476,0.433911425,-0.004410256,0.387146789,0.126837904,0.52044639,0.261075276,0.259667103,-0.43042615,0.107546889,0.042013626
IRIS_313-9262,0.849397598,-0.080350222,0.572213183,0.333709108,-0.112377166,0.197016284,-0.643262489,-0.211701947,0.592809158,0.033167942,-0.404178331,0.540742862,0.54912832,0.595071138,0.007691702,0.42908591,-0.167932691,0.086826811,-0.182502269,0.927104339,0.011116377,0.451773822,0.194685435,0.072770187,0.107208294,-0.002874551,0.397894749,0.178737619,0.276405923,0.146340657,0.437672059,-0.28003603,0.337531807,0.037941375
IRIS_313-9271,0.523175018,-0.052177525,0.203736295,0.093400437,-0.064459313,0.193384395,-0.741557277,-0.004155324,0.138694373,0.005019201,0.212821373,-0.132702771,0.249946073,-0.19734307,0.007744839,0.012875838,-0.134539996,-0.065489553,-0.16281227,0.48295041,0.011159814,0.372302115,0.112793277,0.088188096,0.130715323,-0.004844659,-0.019720854,0.09808042,0.168707151,0.104695511,0.216218776,-0.101309621,0.299522927,0.033899213
IRIS_313-9325,0.444284259,0.139265132,0.208534984,-0.43286582,-0.309246378,0.20598178,-1.049303929,-0.929543182,0.162054117,0.038693797,0.297150111,-0.366971925,0.139138297,-0.124533504,0.003681381,-0.069496641,-0.080346039,-0.602773756,-0.044409346,-0.229824708,0.007022447,0.348260422,0.215062537,0.107565475,-0.789125552,-0.003347815,-0.357225054,0.174707238,-0.65907668,0.195888896,0.423973732,-0.162677188,0.522924595,0.042068166
IRIS_313-9368,-0.667820547,0.437688986,-0.500355244,-0.910440807,0.406739184,-0.122645909,0.411704108,0.21102159,-0.549519256,-0.050322293,0.206111295,-0.586695351,-0.585619163,-0.216516385,-0.007994575,-0.218687591,0.216064962,-0.347107038,0.225413063,-0.545553717,-0.006614052,-0.393855363,-0.233731551,-0.027955263,0.035867595,-9.20E-05,-0.367268154,-0.191446917,-0.988144895,-0.052043609,-0.149819059,0.48942263,-0.495151135,-0.038823642
IRIS_313-9391,0.415867823,-0.199944488,0.319882928,0.308193049,-0.362706531,0.162061312,0.61316079,-0.364142153,0.285112134,0.075201638,-0.541700959,0.603512062,0.236231882,0.484385712,0.008944179,0.244004263,-0.217825973,0.422491183,-0.261725202,0.100112538,0.006252983,0.281866416,0.057299104,0.064443924,0.413518334,-0.004864287,0.444907035,0.083897574,0.652988004,0.293506091,0.2399296,-0.550690331,0.205554043,0.040429356
IRIS_313-9397,0.358640786,-0.153619432,0.387554951,0.568133392,-0.293322693,0.131909378,-0.038965528,-0.387611747,0.399262733,0.124556617,-0.333821051,0.660589833,0.289923552,0.582116048,0.009109718,0.442904861,-0.240418132,0.014406165,-0.265561416,-0.004365584,0.005164755,0.192402057,0.022972913,0.040065023,0.338074169,6.32E-04,0.294457975,0.06340419,0.657847361,0.178611258,0.220223118,-0.326835898,0.06036115,0.039003793
IRIS_313-9422,-0.214556312,-0.025658145,-0.222303085,-0.286533494,0.123828156,-0.193303809,-0.167103784,0.604240379,-0.046647378,-0.077988877,-0.049892055,-0.235732944,-0.054562099,-0.230208257,-0.006523966,-0.37574537,-0.004667322,0.334643242,-0.067460781,0.119041915,-0.003689343,-0.112023369,-0.189005146,-0.085562041,-0.03712876,0.00395281,-0.122787141,-0.141194636,-0.117396945,-0.119834255,-0.188994413,0.13718742,-0.373521406,-0.048064231
IRIS_313-9445,NA,0.068754096,NA,NA,-0.011956513,NA,1.374403979,NA,0.356171662,0.061941627,-0.400155419,NA,0.18902127,NA,-0.004341898,NA,-0.037683696,NA,0.149293416,NA,NA,NA,0.214549361,NA,0.033174131,-2.28E-04,NA,0.066740899,NA,-0.408647189,NA,NA,0.307352993,NA
IRIS_313-9594,0.490500709,-0.089022519,1.138352515,0.811850758,-0.344473517,0.24366064,0.902640611,0.174710317,0.971697846,0.084587108,-0.463678163,1.324730229,1.123436423,1.163104728,0.008155892,0.668856742,-0.270353454,0.244733575,-0.354570561,0.512451415,0.006823019,0.169173681,0.174954772,0.07990989,0.205791887,-0.003065152,0.709435253,0.169422774,0.68169297,0.325149886,0.696926626,-0.205955965,0.288168842,0.047558142
IRIS_313-9606,0.258275093,0.143656299,0.06343769,0.453633714,-0.166682294,0.190598167,-1.0393804,-0.213919523,-0.106752084,0.093565127,0.011717905,-0.288754522,-0.208868974,-0.349121911,0.007855283,-0.40143884,-0.033217322,-0.086588366,-0.012462235,0.011991679,0.00931889,0.327683142,0.151904145,0.081352652,0.016990969,-0.006440514,-0.329438552,0.147644997,-0.005399561,0.317805678,-0.018493358,-0.193478513,0.506337241,0.051003671
IRIS_313-9617,0.243986207,-0.113084827,0.283097332,0.448736412,-0.252979954,0.180765105,NA,-0.242077359,0.231698393,0.037573381,0.016516649,0.162906522,0.245913926,0.009292325,0.008252896,0.216123847,-0.126230484,0.138646241,-0.133763002,0.04657667,0.004606341,0.133702433,0.190452437,0.074519127,-0.249165631,9.96E-04,0.334343347,0.154820589,0.61875171,0.144849434,0.186902492,-0.260485263,0.019060511,0.037452176
IRIS_313-9626,-0.097117751,-0.147643165,-0.052137893,-0.219155577,0.147641343,-0.138287342,0.308286278,0.69578205,-0.359924789,-0.089998248,0.080322754,-0.226708277,-0.369548955,-0.003638021,-0.00784192,0.075830191,0.185879738,0.240142647,0.17805244,0.366731786,-0.004179304,-0.201096613,-0.134418243,-0.060003249,0.056463787,0.004468832,0.187186917,-0.10913274,-0.485863668,-0.284562171,0.013063901,0.368291229,-0.250037049,-0.042892793
IRIS_313-9661,-0.340921038,0.105298406,-0.155638609,-0.190819482,0.280353447,-0.156291009,-0.200568495,0.782530719,-0.160172446,-0.082831694,0.03472358,-0.326981672,-0.128105561,-0.279182327,-0.006663629,-0.352034174,0.056104055,0.304678076,-0.007822125,0.083696334,-0.00460136,-0.20007043,-0.161229359,-0.064729833,0.121565803,0.003872743,-0.114769371,-0.127543347,-0.242414669,-0.039959119,-0.126106033,0.248965794,-0.422191932,-0.044579774
IRIS_313-9682,-0.496509563,-0.020149225,0.425892116,0.664964249,-0.291297611,-0.085370525,1.424556196,0.179037576,0.474512791,0.13142729,0.018893084,0.79623746,0.436948571,0.579383484,-0.00485415,0.100861932,0.077197568,0.013107094,0.244752136,-0.267662308,-0.013965067,-0.337248564,0.308554794,-0.067087203,0.116970056,0.001702292,0.092497133,0.126229358,0.472906519,-0.457263444,-0.039506446,0.0350409,0.019043019,0.020745423
IRIS_313-9696,0.699340841,-0.075113049,0.410361565,0.045148207,-0.279009655,0.194668491,-0.903374202,-0.760250955,0.568435869,0.04432324,-0.271937871,0.342140827,0.66515847,0.416940604,0.004406127,0.459972167,-0.115217023,-0.410641359,-0.085680683,0.221910124,0.007602272,0.3792098,0.30086396,0.091759167,-0.237363193,-0.003154476,0.086483551,0.261960909,0.125703577,0.170026685,0.468268261,-0.219033454,0.170387402,0.038737887
